S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency,State Code,Constituency Number
4.0,AYYUB AMIN HUNGUND,Bahujan Samaj Party,3229,14,3243,0.36,29 - Mumbai North Central (Maharashtra),13,29
5.0,ANSON THOMAS,People's Party of India(secular),2207,4,2211,0.24,29 - Mumbai North Central (Maharashtra),13,29
6.0,RAMZAN ALI CHAUDHARY,All India Majlis-E-Ittehadul Muslimeen,1521,10,1531,0.17,29 - Mumbai North Central (Maharashtra),13,29
7.0,AJAZ MOHAMMAD SAFI KHAN,Independent,1041,-,1041,0.11,29 - Mumbai North Central (Maharashtra),13,29
8.0,HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular),818,3,821,0.09,29 - Mumbai North Central (Maharashtra),13,29
9.0,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent,730,2,732,0.08,29 - Mumbai North Central (Maharashtra),13,29
10.0,SHANTARAM S DIGHE,Independent,723,10,733,0.08,29 - Mumbai North Central (Maharashtra),13,29
11.0,NARENDRA MISHRA,Independent,706,2,708,0.08,29 - Mumbai North Central (Maharashtra),13,29
12.0,ADV ASIF ALI SIDDIQUIE,Independent,681,2,683,0.08,29 - Mumbai North Central (Maharashtra),13,29
13.0,HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi,673,17,690,0.08,29 - Mumbai North Central (Maharashtra),13,29
14.0,RAMA ARUN SABLE,Independent,626,10,636,0.07,29 - Mumbai North Central (Maharashtra),13,29
15.0,SANDEEP BHAU RAMCHANDRA JADHAV,Independent,619,4,623,0.07,29 - Mumbai North Central (Maharashtra),13,29
16.0,DR GAFFAR IBRAHIM SAYED,Independent,584,2,586,0.06,29 - Mumbai North Central (Maharashtra),13,29
17.0,ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent,554,4,558,0.06,29 - Mumbai North Central (Maharashtra),13,29
18.0,KHAN ABBAS AHMED,Bahujan Maha Party,427,1,428,0.05,29 - Mumbai North Central (Maharashtra),13,29
19.0,MUSHTAQUE HAIDER SHAIKH,Independent,405,-,405,0.04,29 - Mumbai North Central (Maharashtra),13,29
20.0,DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi,385,6,391,0.04,29 - Mumbai North Central (Maharashtra),13,29
21.0,KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council,366,1,367,0.04,29 - Mumbai North Central (Maharashtra),13,29
22.0,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent,355,-,355,0.04,29 - Mumbai North Central (Maharashtra),13,29
23.0,SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party,341,4,345,0.04,29 - Mumbai North Central (Maharashtra),13,29
24.0,RAJESH MOHAN LOKHANDE,Independent,282,7,289,0.03,29 - Mumbai North Central (Maharashtra),13,29
25.0,YUNUSALI RASHID MULLA,Independent,220,-,220,0.02,29 - Mumbai North Central (Maharashtra),13,29
26.0,ADV FEROZ SHAIKH,Independent,180,-,180,0.02,29 - Mumbai North Central (Maharashtra),13,29
27.0,MUZAFAR ALI SHAIKH,Independent,173,-,173,0.02,29 - Mumbai North Central (Maharashtra),13,29
28.0,NOTA,None of the Above,9665,84,9749,1.07,29 - Mumbai North Central (Maharashtra),13,29
,Total,,907229,3333,910562,,29 - Mumbai North Central (Maharashtra),13,29
1.0,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73,30 - Mumbai South Central (Maharashtra),13,30
2.0,RAHUL RAMESH SHEWALE,Shiv Sena,339828,1926,341754,43.01,30 - Mumbai South Central (Maharashtra),13,30
3.0,ABUL HASAN ALI HASAN KHAN,Vanchit Bahujan Aaghadi,23675,192,23867,3.0,30 - Mumbai South Central (Maharashtra),13,30
4.0,VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party,6462,70,6532,0.82,30 - Mumbai South Central (Maharashtra),13,30
5.0,AKASH LAXMAN KHARATMAL,Independent,1891,8,1899,0.24,30 - Mumbai South Central (Maharashtra),13,30
6.0,ASHWINI KUMAR PATHAK,Independent,1607,5,1612,0.2,30 - Mumbai South Central (Maharashtra),13,30
7.0,ADV. SANTOSH PUNJIRAM SANJKAR,Independent,1565,13,1578,0.2,30 - Mumbai South Central (Maharashtra),13,30
8.0,KARAM HUSSAIN KITABULLAH KHAN,Peace Party,1533,4,1537,0.19,30 - Mumbai South Central (Maharashtra),13,30
9.0,ADV. MAHENDRA TULSHIRAM BHINGARDIVE,Right to Recall Party,1414,30,1444,0.18,30 - Mumbai South Central (Maharashtra),13,30
10.0,SAEED CHOUDHARY,Social Democratic Party Of India,1186,5,1191,0.15,30 - Mumbai South Central (Maharashtra),13,30
11.0,ISHWAR VILAS TATHAWADE,Rashtriya Mahaswaraj Bhumi Party,968,3,971,0.12,30 - Mumbai South Central (Maharashtra),13,30
12.0,DEEPAK M. CHAUGULE,Bahujan Republican Socialist Party,968,7,975,0.12,30 - Mumbai South Central (Maharashtra),13,30
13.0,JAHID ALI NASIR AHMED SHAIKH,Aazad Samaj Party (Kanshi Ram),957,2,959,0.12,30 - Mumbai South Central (Maharashtra),13,30
14.0,DR. ARJUN MAHADEO MURUDKAR,Bharatheeya Jawan Kisan Party,913,17,930,0.12,30 - Mumbai South Central (Maharashtra),13,30
15.0,VIVEK YESHWANT PATIL,Independent,713,1,714,0.09,30 - Mumbai South Central (Maharashtra),13,30
16.0,NOTA,None of the Above,13316,107,13423,1.69,30 - Mumbai South Central (Maharashtra),13,30
,Total,,790338,4186,794524,,30 - Mumbai South Central (Maharashtra),13,30
1.0,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18,31 - Mumbai South (Maharashtra),13,31
2.0,YAMINI YASHWANT JADHAV,Shiv Sena,341291,1691,342982,44.36,31 - Mumbai South (Maharashtra),13,31
3.0,AFZAL S. DAWOODANI,Vanchit Bahujan Aaghadi,5575,37,5612,0.73,31 - Mumbai South (Maharashtra),13,31
4.0,MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party,4440,38,4478,0.58,31 - Mumbai South (Maharashtra),13,31
5.0,ARVIND NARAYAN SAWANT,Independent,3065,25,3090,0.4,31 - Mumbai South (Maharashtra),13,31
6.0,MOHD. NAEEM SHAIKH,Aim Political Party,1709,6,1715,0.22,31 - Mumbai South (Maharashtra),13,31
7.0,SABEEHA KHAN,Independent,1678,16,1694,0.22,31 - Mumbai South (Maharashtra),13,31
8.0,GOHIL MANISHA SHIVRAM,Independent,1032,13,1045,0.14,31 - Mumbai South (Maharashtra),13,31
9.0,SHANKAR SONAWANE,Independent,854,8,862,0.11,31 - Mumbai South (Maharashtra),13,31
10.0,RAHUL PHANASWADIKAR,Lokshahi Ekta Party,784,3,787,0.1,31 - Mumbai South (Maharashtra),13,31
11.0,SUBHASH RAMESH CHIPLUNKAR,Rashtriya Kisan Bahujan Party,563,4,567,0.07,31 - Mumbai South (Maharashtra),13,31
12.0,PRASHANT PRAKASH GHADGE,Independent,487,3,490,0.06,31 - Mumbai South (Maharashtra),13,31
13.0,MOHAMMED MAHTAB SHAIKH,Independent,455,3,458,0.06,31 - Mumbai South (Maharashtra),13,31
14.0,MATEEN AHMED RANGREJ,Independent,265,2,267,0.03,31 - Mumbai South (Maharashtra),13,31
15.0,NOTA,None of the Above,13290,121,13411,1.73,31 - Mumbai South (Maharashtra),13,31
,Total,,769223,3890,773113,,31 - Mumbai South (Maharashtra),13,31
1.0,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17,32 - Raigad (Maharashtra),13,32
2.0,ANANT GEETE,Shiv Sena (Uddhav Balasaheb Thackrey),423137,2431,425568,42.0,32 - Raigad (Maharashtra),13,32
3.0,KUMUDINI RAVINDRA CHAVAN,Vanchit Bahujan Aaghadi,19500,118,19618,1.94,32 - Raigad (Maharashtra),13,32
4.0,SHRINIVAS SATYANARAYAN MATTAPARTI,Independent,9379,15,9394,0.93,32 - Raigad (Maharashtra),13,32
5.0,AMIT SHRIPAL KAWADE,Independent,5603,31,5634,0.56,32 - Raigad (Maharashtra),13,32
6.0,ANANT BALOJI GITE,Independent,3485,30,3515,0.35,32 - Raigad (Maharashtra),13,32
7.0,NITIN JAGANNATH MAYEKAR,Independent,2548,12,2560,0.25,32 - Raigad (Maharashtra),13,32
8.0,CHAULE PANDURANG DAMODAR,Independent,2394,23,2417,0.24,32 - Raigad (Maharashtra),13,32
9.0,ANANT PADMA GITE,Independent,2001,39,2040,0.2,32 - Raigad (Maharashtra),13,32
10.0,COL PRAKASHRAO CHAVAN,Bharatheeya Jawan Kisan Party,1863,76,1939,0.19,32 - Raigad (Maharashtra),13,32
11.0,KOLI MANGESH PADMAKAR,Independent,1797,23,1820,0.18,32 - Raigad (Maharashtra),13,32
12.0,ADV AJAY UPADHYE,Independent,1756,39,1795,0.18,32 - Raigad (Maharashtra),13,32
13.0,ANJANI ASHWIN KELKAR,Independent,1325,25,1350,0.13,32 - Raigad (Maharashtra),13,32
14.0,NOTA,None of the Above,27188,82,27270,2.69,32 - Raigad (Maharashtra),13,32
,Total,,1008505,4767,1013272,,32 - Raigad (Maharashtra),13,32
1.0,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81,33 - Maval (Maharashtra),13,33
2.0,SANJOG BHIKU WAGHERE PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),595542,675,596217,42.0,33 - Maval (Maharashtra),13,33
3.0,MADHAVITAI NARESH JOSHI,Vanchit Bahujan Aaghadi,27745,23,27768,1.96,33 - Maval (Maharashtra),13,33
4.0,RAJARAM NARAYAN PATIL,Bahujan Samaj Party,13982,21,14003,0.99,33 - Maval (Maharashtra),13,33
5.0,ADV JYOTISHWAR VISHNU BHOSALE,Baliraja Party,10874,5,10879,0.77,33 - Maval (Maharashtra),13,33
6.0,UMAKANT RAMESHWAR MISHRA,Independent,5029,1,5030,0.35,33 - Maval (Maharashtra),13,33
7.0,SANJOG PATIL,Independent,4828,2,4830,0.34,33 - Maval (Maharashtra),13,33
8.0,KAMBLE MARUTI APARAI,Independent,4827,2,4829,0.34,33 - Maval (Maharashtra),13,33
9.0,AJAY HANUMANT LONDHE,Independent,4766,1,4767,0.34,33 - Maval (Maharashtra),13,33
10.0,SANTOSH UBALE,Bhim Sena,3824,1,3825,0.27,33 - Maval (Maharashtra),13,33
11.0,ADHALGE LAXMAN SADASHIV,Independent,3166,1,3167,0.22,33 - Maval (Maharashtra),13,33
12.0,SUHAS MANOHAR RANE,Independent,2923,-,2923,0.21,33 - Maval (Maharashtra),13,33
13.0,IQBAL IBRAHIM NAWDEKAR,Independent,2899,1,2900,0.2,33 - Maval (Maharashtra),13,33
14.0,DADARAO KISAN KAMBLE,Independent,2636,6,2642,0.19,33 - Maval (Maharashtra),13,33
15.0,RAHUL NIVRUTTI MADANE,Independent,2279,3,2282,0.16,33 - Maval (Maharashtra),13,33
16.0,TUSHAR DIGAMBAR LONDHE,Bahujan Bharat Party,2199,4,2203,0.16,33 - Maval (Maharashtra),13,33
17.0,RAHIM MAINUDDIN SAYYAD,Aazad Samaj Party (Kanshi Ram),2148,1,2149,0.15,33 - Maval (Maharashtra),13,33
18.0,INDRAJEET D GOND,Independent,2135,-,2135,0.15,33 - Maval (Maharashtra),13,33
19.0,SHIVAJI KISAN JADHAV,All India Forward Bloc,1672,4,1676,0.12,33 - Maval (Maharashtra),13,33
20.0,YASHWANT VITTHAL PAWAR,Kranti Kari Jai Hind Sena,1634,4,1638,0.12,33 - Maval (Maharashtra),13,33
21.0,PRAFUL PANDIT BHOSALE,Independent,1602,1,1603,0.11,33 - Maval (Maharashtra),13,33
22.0,RAJENDRA MARUTI KATE,Independent,1417,2,1419,0.1,33 - Maval (Maharashtra),13,33
23.0,MAHESH THAKUR,Dharmarajya Paksha,1369,3,1372,0.1,33 - Maval (Maharashtra),13,33
24.0,PRASHANT RAMKRISHNA BHAGAT,Bharatheeya Jawan Kisan Party,1283,8,1291,0.09,33 - Maval (Maharashtra),13,33
25.0,PANKAJ PRABHAKAR OZARKAR,Akhil Bhartiya Parivar Party,1259,2,1261,0.09,33 - Maval (Maharashtra),13,33
26.0,MANOJ BHASKAR GARBADE,Independent,1233,-,1233,0.09,33 - Maval (Maharashtra),13,33
27.0,HAJRAT IMAMSAB PATEL,Independent,1093,-,1093,0.08,33 - Maval (Maharashtra),13,33
28.0,GOVIND GANGARAM HERODE,Independent,966,-,966,0.07,33 - Maval (Maharashtra),13,33
29.0,MADHUKAR DAMODAR THORAT,Independent,905,-,905,0.06,33 - Maval (Maharashtra),13,33
30.0,RAFIQUE RASHID QURESHI,Desh Janhit Party,829,-,829,0.06,33 - Maval (Maharashtra),13,33
31.0,CHIMAJI DHONDIBA SHINDE,Independent,757,-,757,0.05,33 - Maval (Maharashtra),13,33
32.0,ADV RAJU PATIL,Independent,669,1,670,0.05,33 - Maval (Maharashtra),13,33
33.0,MUKESH MANOHAR AGARWAL,Independent,546,1,547,0.04,33 - Maval (Maharashtra),13,33
34.0,NOTA,None of the Above,16729,31,16760,1.18,33 - Maval (Maharashtra),13,33
,Total,,1417866,1535,1419401,,33 - Maval (Maharashtra),13,33
1.0,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94,34 - Pune (Maharashtra),13,34
2.0,DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress,461409,281,461690,41.8,34 - Pune (Maharashtra),13,34
3.0,VASANT (TATYA) MORE,Vanchit Bahujan Aaghadi,31991,21,32012,2.9,34 - Pune (Maharashtra),13,34
4.0,RANPISE PRASHANT DADARAM,Bahujan Samaj Party,3969,5,3974,0.36,34 - Pune (Maharashtra),13,34
5.0,CHORMALE SANDIP SOPAN,Independent,1644,1,1645,0.15,34 - Pune (Maharashtra),13,34
6.0,GORAKH NARAYAN GHODKE,Independent,1451,-,1451,0.13,34 - Pune (Maharashtra),13,34
7.0,KIRAN LAXMAN RAYKAR,Independent,1052,-,1052,0.1,34 - Pune (Maharashtra),13,34
8.0,ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen,859,1,860,0.08,34 - Pune (Maharashtra),13,34
9.0,SACHIN DATTATRAY DHANKUDE,Independent,788,1,789,0.07,34 - Pune (Maharashtra),13,34
10.0,YUVRAJ CHANDRAKANT LIMBOLE,Right to Recall Party,698,-,698,0.06,34 - Pune (Maharashtra),13,34
11.0,DR. DEVYANI PANDIT,Independent,645,5,650,0.06,34 - Pune (Maharashtra),13,34
12.0,NARENDRA DNYANESHWAR PAWTEKAR,Independent,533,1,534,0.05,34 - Pune (Maharashtra),13,34
13.0,SAGAR SAMBHAJI PORE,Independent,515,-,515,0.05,34 - Pune (Maharashtra),13,34
14.0,SURESH DNYANOBA PATIL,Sainik Samaj Party,437,-,437,0.04,34 - Pune (Maharashtra),13,34
15.0,AMBORE MANJUNATH MARUTI,Independent,433,-,433,0.04,34 - Pune (Maharashtra),13,34
16.0,ASHWINI PRATIBHA KHAIRNAR,Independent,412,3,415,0.04,34 - Pune (Maharashtra),13,34
17.0,VIJAY VINAYAK JAGTAP,Independent,382,-,382,0.03,34 - Pune (Maharashtra),13,34
18.0,HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,Apni Prajahit Party,374,1,375,0.03,34 - Pune (Maharashtra),13,34
19.0,NEERAJ SUNIL KAMTHAN,Hindu Samaj Party,351,-,351,0.03,34 - Pune (Maharashtra),13,34
20.0,MANOJ LAXMAN VETAL,Bhim Sena,351,1,352,0.03,34 - Pune (Maharashtra),13,34
21.0,KAMBLE MILIND,Bahujan Samaj Party (Ambedkar),344,3,347,0.03,34 - Pune (Maharashtra),13,34
22.0,CHANDRAKANT PARMESHWAR SAWANT,Independent,314,-,314,0.03,34 - Pune (Maharashtra),13,34
23.0,SHABBIR SAJJANBHAI TAMBOLI,Independent,313,-,313,0.03,34 - Pune (Maharashtra),13,34
24.0,SANJAY LAXMAN KENDALE,Independent,311,-,311,0.03,34 - Pune (Maharashtra),13,34
25.0,JOHNSON VASANT KOLHAPURE,Independent,304,1,305,0.03,34 - Pune (Maharashtra),13,34
26.0,ADV. YOGESH MAKANE,Independent,298,1,299,0.03,34 - Pune (Maharashtra),13,34
27.0,SUBROTO ROY,Ekam Sanatan Bharat Dal,293,1,294,0.03,34 - Pune (Maharashtra),13,34
28.0,DR. BALASAHEB ARJUN POL,Independent,259,-,259,0.02,34 - Pune (Maharashtra),13,34
29.0,VIJAYALAXMI SHRIKANT SINDAGI,Rashtriya Maratha Party,239,1,240,0.02,34 - Pune (Maharashtra),13,34
30.0,MAHESH DASHRATH MHASKE,Independent,229,2,231,0.02,34 - Pune (Maharashtra),13,34
31.0,YABES ALIAS AMOL SHAMUVEL TUJARE,Independent,223,-,223,0.02,34 - Pune (Maharashtra),13,34
32.0,VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),Independent,183,2,185,0.02,34 - Pune (Maharashtra),13,34
33.0,BABA SALIM SAYYED,Independent,163,1,164,0.01,34 - Pune (Maharashtra),13,34
34.0,BAGBAN SALEEM ABDUL RAZZAQUE,Independent,146,-,146,0.01,34 - Pune (Maharashtra),13,34
35.0,ZNYOSHO VIJAYPRAKASH,Independent,138,-,138,0.01,34 - Pune (Maharashtra),13,34
36.0,NOTA,None of the Above,7449,11,7460,0.68,34 - Pune (Maharashtra),13,34
,Total,,1103671,901,1104572,,34 - Pune (Maharashtra),13,34
1.0,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,731400,912,732312,51.85,35 - Baramati (Maharashtra),13,35
2.0,SUNETRA AJITDADA PAWAR,Nationalist Congress Party,573391,588,573979,40.64,35 - Baramati (Maharashtra),13,35
3.0,MAHESH SITARAM BHAGWAT,Independent,15620,43,15663,1.11,35 - Baramati (Maharashtra),13,35
4.0,SHAIKH SOYALSHAHA YUNUSSHAHA,Independent,14913,4,14917,1.06,35 - Baramati (Maharashtra),13,35
5.0,PRIYADARSHANI NANDKUMAR KOKARE,Bahujan Samaj Party,9995,35,10030,0.71,35 - Baramati (Maharashtra),13,35
6.0,SACHIN SHANKAR AGAWANE,Independent,6633,-,6633,0.47,35 - Baramati (Maharashtra),13,35
7.0,KAMBLE TRISHALA,Bahujan Samaj Party (Ambedkar),5032,4,5036,0.36,35 - Baramati (Maharashtra),13,35
8.0,SUNITA PAWAR,Independent,4150,1,4151,0.29,35 - Baramati (Maharashtra),13,35
9.0,GAJANAN UTTAM GAWALI (PATIL),Independent,2991,4,2995,0.21,35 - Baramati (Maharashtra),13,35
10.0,MANOJ BALASAHEB RASAL,Independent,2610,-,2610,0.18,35 - Baramati (Maharashtra),13,35
11.0,MAHADEV SAHEBRAO KHENGARE - PATIL,Bhartiya Navjawan Sena (Paksha),2412,6,2418,0.17,35 - Baramati (Maharashtra),13,35
12.0,PRADEEP RAMCHANDRA MANE,Independent,2234,1,2235,0.16,35 - Baramati (Maharashtra),13,35
13.0,SHIVAJI JAYSING KOKRE,Independent,2161,3,2164,0.15,35 - Baramati (Maharashtra),13,35
14.0,PROF. NAMDEORAO JADHAV,Independent,2125,9,2134,0.15,35 - Baramati (Maharashtra),13,35
15.0,RAJENDRA PANDURANG BHOSALE,People’s Union Party,2007,2,2009,0.14,35 - Baramati (Maharashtra),13,35
16.0,KALYANI SUJITKUMAR WAGHMODE,Independent,1974,1,1975,0.14,35 - Baramati (Maharashtra),13,35
17.0,DASHRATH NANA RAUT,Bharatiya Praja Surajya Paksha,1828,6,1834,0.13,35 - Baramati (Maharashtra),13,35
18.0,ANKUSH DNYANESHAWAR PILANE,Independent,1663,-,1663,0.12,35 - Baramati (Maharashtra),13,35
19.0,SANDIP ABAJI DEOKATE,Independent,1622,2,1624,0.11,35 - Baramati (Maharashtra),13,35
20.0,DATTATRAY RAMBHAU CHANDARE,Independent,1433,1,1434,0.1,35 - Baramati (Maharashtra),13,35
21.0,SHAILENDRA ALIAS SANDEEP KARANJAWANE,Independent,1392,-,1392,0.1,35 - Baramati (Maharashtra),13,35
22.0,SHUBHANGI DHAYGUDE,Independent,1283,9,1292,0.09,35 - Baramati (Maharashtra),13,35
23.0,DR. SOMNATH ALIAS BALASAHEB ARJUN POL,Independent,1169,-,1169,0.08,35 - Baramati (Maharashtra),13,35
24.0,ROHIDAS BALASO KONDAKE,Bahujan Republican Socialist Party,1127,3,1130,0.08,35 - Baramati (Maharashtra),13,35
25.0,MILIND VITTHAL SHINDE,Independent,1099,-,1099,0.08,35 - Baramati (Maharashtra),13,35
26.0,SURESHDADA BABURAO VIR,Independent,1012,-,1012,0.07,35 - Baramati (Maharashtra),13,35
27.0,BAPU PRALHAD PAWAR,Independent,997,1,998,0.07,35 - Baramati (Maharashtra),13,35
28.0,RAJENDRA MAHADEV BARAKADE,Independent,905,2,907,0.06,35 - Baramati (Maharashtra),13,35
29.0,UMESH MAHADEV MHETRE,Independent,807,1,808,0.06,35 - Baramati (Maharashtra),13,35
30.0,SHIVAJI RAMBHAU NANDKHILE,Bharatheeya Jawan Kisan Party,785,4,789,0.06,35 - Baramati (Maharashtra),13,35
31.0,SHARAD RAM PAWAR,Independent,730,1,731,0.05,35 - Baramati (Maharashtra),13,35
32.0,LAXMAN RAM KUMBHAR,Dalit Soshit Pichhara Varg Adhikar Dal,694,2,696,0.05,35 - Baramati (Maharashtra),13,35
33.0,SHRIDHAR NARAYAN SALVE,Bhim Sena,675,4,679,0.05,35 - Baramati (Maharashtra),13,35
34.0,BALASO MARUTI DHAPATE,Independent,655,-,655,0.05,35 - Baramati (Maharashtra),13,35
35.0,VIJAY LAXMAN GHAVALE,Independent,617,3,620,0.04,35 - Baramati (Maharashtra),13,35
36.0,VISHAL ARUN PAWAR,Independent,553,-,553,0.04,35 - Baramati (Maharashtra),13,35
37.0,SAVITA BHIMRAO KADALE,Hindustan Janta Party,549,2,551,0.04,35 - Baramati (Maharashtra),13,35
38.0,VIJAYPRAKASH ANANT KONDEKAR,Independent,301,-,301,0.02,35 - Baramati (Maharashtra),13,35
39.0,NOTA,None of the Above,9130,21,9151,0.65,35 - Baramati (Maharashtra),13,35
,Total,,1410674,1675,1412349,,35 - Baramati (Maharashtra),13,35
1.0,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83,36 - Shirur (Maharashtra),13,36
2.0,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557138,603,557741,40.58,36 - Shirur (Maharashtra),13,36
3.0,MANOHAR MAHADU WADEKAR,Independent,28324,6,28330,2.06,36 - Shirur (Maharashtra),13,36
4.0,DR. ANWAR SHAIKH,Vanchit Bahujan Aaghadi,17444,18,17462,1.27,36 - Shirur (Maharashtra),13,36
5.0,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,10280,15,10295,0.75,36 - Shirur (Maharashtra),13,36
6.0,CHANDGUDE VINOD VASANT,Independent,8076,2,8078,0.59,36 - Shirur (Maharashtra),13,36
7.0,GORAKSH KASABE,Independent,4913,2,4915,0.36,36 - Shirur (Maharashtra),13,36
8.0,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,4125,11,4136,0.3,36 - Shirur (Maharashtra),13,36
9.0,GAIKWAD NILOBA CHANGADEO,Independent,3569,2,3571,0.26,36 - Shirur (Maharashtra),13,36
10.0,UMESH MAHADEV MHETRE,Independent,3499,-,3499,0.25,36 - Shirur (Maharashtra),13,36
11.0,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,2667,-,2667,0.19,36 - Shirur (Maharashtra),13,36
12.0,AMOL VILAS PACHUNDKAR,Independent,2386,2,2388,0.17,36 - Shirur (Maharashtra),13,36
13.0,ASLAM ISAK BAGWAN,Lok Sena Party,2348,2,2350,0.17,36 - Shirur (Maharashtra),13,36
14.0,KAMBLE TRIMBAK NARAYAN,Baliraja Party,2223,4,2227,0.16,36 - Shirur (Maharashtra),13,36
15.0,SUBASH KASHINATH SARODE,Independent,2161,-,2161,0.16,36 - Shirur (Maharashtra),13,36
16.0,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,1823,7,1830,0.13,36 - Shirur (Maharashtra),13,36
17.0,SUSHIL DNYANDEV KANSE,Independent,1731,1,1732,0.13,36 - Shirur (Maharashtra),13,36
18.0,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,1279,5,1284,0.09,36 - Shirur (Maharashtra),13,36
19.0,BHOR VIKAS ROHIDAS,Independent,1145,2,1147,0.08,36 - Shirur (Maharashtra),13,36
20.0,DADA ALIAS VIKAS SURESH KASBE,Independent,1105,1,1106,0.08,36 - Shirur (Maharashtra),13,36
21.0,SURAJ CHANDRAKANT GAIKWAD,Independent,936,2,938,0.07,36 - Shirur (Maharashtra),13,36
22.0,SWAPNIL DHANAJI LONDHE,Bhim Sena,913,1,914,0.07,36 - Shirur (Maharashtra),13,36
23.0,AMAR MACHINDRA BORHADE,Independent,887,1,888,0.06,36 - Shirur (Maharashtra),13,36
24.0,RAVINDRA MOTIRAM SIRSAM,Independent,870,-,870,0.06,36 - Shirur (Maharashtra),13,36
25.0,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,862,20,882,0.06,36 - Shirur (Maharashtra),13,36
26.0,PANDURANG BHAGWAN WAGHOLE,Independent,818,1,819,0.06,36 - Shirur (Maharashtra),13,36
27.0,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),779,5,784,0.06,36 - Shirur (Maharashtra),13,36
28.0,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,721,2,723,0.05,36 - Shirur (Maharashtra),13,36
29.0,SALIM BABA SAYYAD,Independent,671,-,671,0.05,36 - Shirur (Maharashtra),13,36
30.0,PRAKASH SUKHADEO JAMDHADE,Independent,602,1,603,0.04,36 - Shirur (Maharashtra),13,36
31.0,WAKHARE PRADIP PANDURANG,Independent,574,-,574,0.04,36 - Shirur (Maharashtra),13,36
32.0,RAHUL ARJUN HORE,Independent,526,-,526,0.04,36 - Shirur (Maharashtra),13,36
33.0,NOTA,None of the Above,9634,27,9661,0.7,36 - Shirur (Maharashtra),13,36
,Total,,1372797,1667,1374464,,36 - Shirur (Maharashtra),13,36
1.0,NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,622144,2653,624797,47.14,37 - Ahmednagar (Maharashtra),13,37
2.0,DR. SUJAY RADHAKRISHNA VIKHEPATIL,Bharatiya Janata Party,593568,2300,595868,44.95,37 - Ahmednagar (Maharashtra),13,37
3.0,ALEKAR GORAKH DASHRATH,Independent,44582,15,44597,3.36,37 - Ahmednagar (Maharashtra),13,37
4.0,DEELIP KONDIBA KHEDKAR,Vanchit Bahujan Aaghadi,13689,60,13749,1.04,37 - Ahmednagar (Maharashtra),13,37
5.0,AMOL VILAS PACHUNDKAR,Independent,5491,2,5493,0.41,37 - Ahmednagar (Maharashtra),13,37
6.0,BHAGWAT DHONDIBA GAIKWAD,Samata Party,4941,3,4944,0.37,37 - Ahmednagar (Maharashtra),13,37
7.0,UMASHANKAR SHYAMBABU YADAV,Bahujan Samaj Party,4509,30,4539,0.34,37 - Ahmednagar (Maharashtra),13,37
8.0,ADV. JAMIR SHAIKH,Independent,3934,1,3935,0.3,37 - Ahmednagar (Maharashtra),13,37
9.0,AARTI KISHORKUMAR HALDAR,Prabuddha Republican Party,3790,9,3799,0.29,37 - Ahmednagar (Maharashtra),13,37
10.0,NAVSHAD MUNSILAL SHAIKH,Independent,2226,-,2226,0.17,37 - Ahmednagar (Maharashtra),13,37
